authorMeta.avatar,authorMeta.name,text,diggCount,shareCount,playCount,commentCount,collectCount,videoMeta.duration,musicMeta.musicName,musicMeta.musicAuthor,musicMeta.musicOriginal,createTimeISO,webVideoUrl
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/37dafa508ac45c4d16db35f5b36c9360~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=d1393f4b&x-expires=1755979200&x-signature=xqRwSQr%2BeRqsTJYpZ%2FZY0DAChro%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,lostmymarblesagain,I made a smoothie,7800,11,60300,175,27,15,Chicken Fried,Zac Brown Band,FALSE,2021-05-29T18:07:17.000Z,https://www.tiktok.com/@lostmymarblesagain/video/6967775414412528901
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/282b9bb2ac627bc005f41bf132a32db7~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=fe40ebe0&x-expires=1755979200&x-signature=Tykjq7C6fuzJFkaJqmBWDbevEYA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,danna_mei,"Mango smoothie recipe💛🥭✨

- 1 large frozen banana
- mango (fresh or frozen)
- ice cubes 
- orange juice
- milk (i use almond milk)
- 1 tsp turmeric 

Enjoy!😋✨

#healthy #healthylifestyle #smoothie#smoothieideas#mangosmoothie  ",1100000,35400,12600000,2324,262400,13,People (Sped Up),Libianca & sped up + slowed,FALSE,2023-03-28T18:36:13.000Z,https://www.tiktok.com/@danna_mei/video/7215667761001860358
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7337738639226437675~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=b45dafdc&x-expires=1755979200&x-signature=HfXbey%2BdlqQlP0r1u4EfoQMq7P4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,samdoesherbest,"head to samdoesherbest.com for all 5 HEALTHY SMOOTHIE RECIPES!  if you’re guilty of wasting way too much money buying your smoothies out (same…), I highly recommend you give this incredibly quick and EASY smoothie a try. just 4 simple ingredients, plus a scoop of protein powder if you’d like an extra protein boost! here’s what you’ll need to make it:

· 1 frozen banana
· 1/2 cup frozen strawberries
· 1 tablespoons peanut butter or almond butter
· 1 cup milk (I used almond milk)

#healthyrecipes #healthyliving #plantbased #smoothies ",143700,6652,3000000,554,52800,18,Messy,Lola Young,FALSE,2025-01-03T20:04:31.000Z,https://www.tiktok.com/@samdoesherbest/video/7455782590360980779
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/228e0295fd03c9dee6f3ff29ef76917c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=a5f4f934&x-expires=1755979200&x-signature=5F9H1sAxPoh3vswr5fyx4IiPjMA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,siyaaa_patell,My morning smoothie ✨ #fyp #fiber #smoothies #healthy #recipe #quickrecipes ,51700,1731,712500,166,21400,15,original sound,Sofia Richie Grainge,TRUE,2025-06-15T13:09:55.000Z,https://www.tiktok.com/@siyaaa_patell/video/7516162475595762974
https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/f0a31eac8008c05c4eb30eabfa56bbe8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=493a773a&x-expires=1755979200&x-signature=urORLoe%2B8BvXp2mucDTF32qojSg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,justin_andersonfit,"🌺Blue Hawaiian🌺 Smoothie Bowl (30g Protein). Yes it tastes just as good as it looks. Comment flavors you want ⬇️

Calories: 279

Ingredients:

3/4 cup frozen pineapple
1/2 cup frozen mango
1/4 cup almond milk
1 scoop vanilla protein @Levels Protein 
1/2 tbsp chia seeds
1 tbsp lime juice
1/2 tbsp blue spirulina 
3/4 cup ice

#smoothiebowl #smoothie #highprotein #levelsprotein ",439300,30600,6300000,1921,111500,18,original sound,justin_andersonfit,TRUE,2025-06-27T21:59:05.000Z,https://www.tiktok.com/@justin_andersonfit/video/7520751908793994509
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/91cb15fb73007f60bd218931cd643822~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=098a6786&x-expires=1755979200&x-signature=YePpc%2BGykMij30JMLE1sypnCPPo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,nicolinanatt,and it has 25g of protein😌 the key is to underestimate how much liquid you need and add more as you go and do NOT add ice. thank me later. #smoothierecipe #healthyrecipes #highprotein #healthyliving ,574500,9296,4100000,707,92600,34,Bed Chem,Sabrina Carpenter,FALSE,2025-02-14T19:40:41.000Z,https://www.tiktok.com/@nicolinanatt/video/7471361969673538858
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/2c743e4837bfd1f8cb701483389240a0~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=052f8866&x-expires=1755979200&x-signature=s%2BbmKxUb3X7S0WvcupMaTDuANoE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,ingytheresa,"the most refreshing smoothie for summer 😍

Ingredients:
1 1/2 cups frozen strawberries + 1/2 cup orange juice
1 1/2 cups frozen pineapples + 1/2 cup orange juice 

#smoothie #smoothiebowl #easysmoothie #fyp #breakfastideas #caloriedeficit ",54400,5456,1200000,479,32600,22,Praise Jah In The Moonlight,YG Marley,FALSE,2024-04-14T18:14:46.000Z,https://www.tiktok.com/@ingytheresa/video/7357787780845554986
https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/f0a31eac8008c05c4eb30eabfa56bbe8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=493a773a&x-expires=1755979200&x-signature=urORLoe%2B8BvXp2mucDTF32qojSg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,justin_andersonfit,"Blue sky smoothie (40g Protein). Looks as good as it tastes. 

Calories: 375

Ingredients:

1/2 cup frozen pineapple 
1 ripe banana (ideally frozen)
3/4 cup almond milk
1 scoop vanilla protein
1/2 cup greek yogurt 
1 tsp vanilla extract 
1 tbsp chia seeds
1 tsp blue spirulina 

#smoothie #smoothiebowl #highprotein #fitness ",184000,10100,2300000,472,49100,17,original sound,justin_andersonfit,TRUE,2024-12-31T00:17:44.000Z,https://www.tiktok.com/@justin_andersonfit/video/7454363532558208299
https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/a16ab80510883e1d01b88c86a9fa875f~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=c6b0da3f&x-expires=1755979200&x-signature=EbhyA65GlIFt8o1q0TWJpKCnPsA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,fenitas.nl,How to make the perfect THICK smoothie bowl #smoothie #recipe #nicecream ,205700,4799,3600000,743,38600,27,Sunset,Tobias Bergson,FALSE,2024-04-22T15:36:22.000Z,https://www.tiktok.com/@fenitas.nl/video/7360715701176306977
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/f4f06c66e00f0f20142c5a934cb2a5f6~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=54a1b1d1&x-expires=1755979200&x-signature=VzoNaYuEZXKS0GcA9Q7hgQC7UEk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,kels_fit,"MANGO DREAM SMOOTHIE 😍

Only THREE ingredients y’all!! Tastes soooo refreshing especially during the hot summer months! 

2 cups frozen mango 
1 cup almond milk (or milk of choice) 
1/3 cup vanilla Greek yogurt 
**blend together then line the cup with some Greek yogurt and enjoy! 

#smoothie #smoothierecipe #summer #summerdrinks #yummy #healthy #healthyrecipe #foodie #fyp ",6969,376,149800,22,2481,11,original sound,★ JVL1P ★,TRUE,2025-07-03T21:39:04.000Z,https://www.tiktok.com/@kels_fit/video/7522973318354406687
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/fc8d9c369dcc56cf2863269107473727~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=a5986272&x-expires=1755979200&x-signature=wBvaZRfioW7XQQzp45abwcYXzB8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,fitfoodieselma,"5-ingredient Healthy Strawberry Smoothie😍 about 25g protein per serving & no protein powder! This smoothie is super creamy and yummy😋  A great breakfast or snack idea!
•
More recipes in my Ebooks which have 180 healthy & easy recipes, link in my profile🥰
•
Ingredients for two servings:
2 cups frozen strawberries (320 g)
1 frozen banana
1 1/2 cups high-protein Greek yogurt, the yogurt I use contains 13g protein per 100g (360 ml / 375g)
1/2 cup milk of choice (120 ml)
1 teaspoon vanilla extract
•
1. Add all the ingredients into a blender and mix until smooth
•
•
•
#healthysmoothie #smoothierecipe #easybreakfast #easybreakfastideas #highproteinbreakfast ",6343,505,156400,29,3807,11,Gioventu' di notte - Seq. 4,Piero Piccioni,FALSE,2025-07-30T15:03:01.000Z,https://www.tiktok.com/@fitfoodieselma/video/7532890641794141462
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/0d00e0a13dc77e508a469b992a429b1d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=d3cc8e64&x-expires=1755979200&x-signature=b2eh4iwRY7S6BoNe4sQrn0nQ9S0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,smoothieflip,scrumptious 😩 #fyp #smoothie #smoothiebowl,622900,36600,12900000,3318,168600,20,original sound,kaden,TRUE,2024-06-06T21:05:31.000Z,https://www.tiktok.com/@smoothieflip/video/7377499361011371307
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/d3bee00578a26243f18cfb8645f0f6e7~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=d2ff8413&x-expires=1755979200&x-signature=DXtTrT8EoHjGjv8BoyretIf8B6w%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,allthings_bella,"Replying to @Sheria2022 hands down one of my faveeeee smoothies & even better when I make it myselffff

Ingredients 
•1 cup pineapple 
•1 cup strawberries 
•1 tablespoon agave 
•1 tablespoon coconut cream 
•1 tablespoons white chocolate 
•coconut water 

#smoothie #smoothierecipe #breakfastsmoothie  ",53800,11300,774700,373,27100,21,Long way 2 go 2006,2000s90sMusicLover,TRUE,2025-06-02T22:18:12.000Z,https://www.tiktok.com/@allthings_bella/video/7511479751803030814
https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/f0a31eac8008c05c4eb30eabfa56bbe8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=493a773a&x-expires=1755979200&x-signature=urORLoe%2B8BvXp2mucDTF32qojSg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,justin_andersonfit,"High Calorie 🍓Strawberry Banana🍌 Smoothie: 1028 Calories/73g Protein. The perfect smoothie if you are trying to put on some weight

Ingredients:

1/2 cup oats (blend first)
3/4 cup frozen strawberries 
1 frozen banana
1 cup whole milk
1.5 scoop vanilla protein
2 tbsp peanut butter
3/4 cup greek yogurt 
1.5 tbsp honey
Ice

#smoothie #highcalorie #bulking #gym #weightgain ",55900,7318,1400000,500,46000,22,original sound,justin_andersonfit,TRUE,2024-10-16T01:56:18.000Z,https://www.tiktok.com/@justin_andersonfit/video/7426186456940530987
https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/31274b98168b4a164d619f2b19d6254c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=fe444dae&x-expires=1755979200&x-signature=jYePpPQ8NBVEwRzsbphxZ9TnOJE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,stephanieprosa,The smoothie on replay all week! #ProteinSmoothie #Smoothie #healthyrecipes ##kitchen,6959,671,254900,63,5146,59,MILLION DOLLAR BABY (VHS),Tommy Richman,FALSE,2024-05-29T19:01:53.000Z,https://www.tiktok.com/@stephanieprosa/video/7374497958370299167
https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/8da9d236d855be49c900c08927d7102c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=04281b0e&x-expires=1755979200&x-signature=ZLVt9VPjOChNYCR3ErpdNLxi6g8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,forever.amariee,"decided to bring something tropical to yall page in this cold weather. 

recipe is in the video 🤗✨

#smoothies #ninjablender #smoothierecipes #healthy #fypシ #healthysmoothie ",391600,32800,2500000,601,83600,62,hold yuh,mfkn🐐,TRUE,2024-11-26T17:18:56.000Z,https://www.tiktok.com/@forever.amariee/video/7441638690935377182
https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/8da9d236d855be49c900c08927d7102c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=04281b0e&x-expires=1755979200&x-signature=ZLVt9VPjOChNYCR3ErpdNLxi6g8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,forever.amariee,"coconut dream  an erewhon smoothie dupe lol now this was my first time having avocado in my smoothie and i’m not mad at it.

✨🤍🥥☁️

ingredients:
banana
avocado
blue spirulina 
coconut cream
pineapple 
walnut milk 

#smoothierecipes #smoothies #fyp #healthysmoothie #ninjablender ",485900,34200,3200000,1003,104500,63,Life Will Be,Cleo Sol,FALSE,2025-02-02T18:36:55.000Z,https://www.tiktok.com/@forever.amariee/video/7466892460199906602
https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/90a7fc139971daa05c0660f7ef21d826~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f8142b8d&x-expires=1755979200&x-signature=CQ3mCaDihl8ThOiorISPNVtYDLE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,smoothie_guy,"Get more AMAZING smoothie recipes by joining the 21-day Smoothie Diet challenge! Lose weight, reduce bloating, improve skin, increase energy levels and feel your best! LINK IN MY BIO! 👀 💚

Satisfy your cravings guilt-free with my Strawberry Milkshake Smoothie! 🍓 This creamy blend of frozen strawberries, banana, chia seeds, Greek yogurt, and almond milk is a tasty treat that supports weight loss goals. With just 335 calories, it's packed with 22g of protein and 11g of fiber to keep you feeling full and satisfied longer.

Recipe:
- 1 cup frozen strawberries
- 1 ripe banana
- 1 tbsp chia seeds (soaked)
- 1/2 cup Greek yogurt
- 1 cup favorite milk

Total calories: 335

C: 61g | P: 22g | F: 11g | Fiber: 11g

#smoothierecipe #weightloss #healthy #healthyrecipe #strawberrymilkshake ",276600,27000,9200000,1197,165500,10,original sound,The Smoothie Guy,TRUE,2024-05-06T19:49:58.000Z,https://www.tiktok.com/@smoothie_guy/video/7365976250235505953
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/032827405272bd316e2f596c506b78f1~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=784c9299&x-expires=1755979200&x-signature=3BQM%2Bo3ehfumR6ex7e%2BSlFVj4QI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,tofuchick,"HOW TO MAKE THE BEST SMOOTHIES!!
#smoothie #vegan #fruit #snack #healthyrecipes #recipes #plantbased #food #foryou #foryoupage #fyp ",40100,1273,469500,227,14500,82,original sound,𝙇𝙭𝙪𝙞𝙨𝙨𝙤𝙪𝙣𝙙𝙯 🫶🏻,TRUE,2025-03-29T14:58:51.000Z,https://www.tiktok.com/@tofuchick/video/7487245963669589294
https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/6ec05bf397a4a172cfce9816e3115061~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=400f7935&x-expires=1755979200&x-signature=uM%2BKMKlk1mkwkaoVpyubuC%2F0A3Q%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,mikaylanogueira,SMOOTHIES WITH MIKAYLA 😂 #smoothie #smoothierecipe #food #healthyliving #recipe ,191900,2728,2200000,1552,21000,126,original sound,Mikayla Nogueira,TRUE,2024-04-19T18:52:20.000Z,https://www.tiktok.com/@mikaylanogueira/video/7359652845672484138
https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/8da9d236d855be49c900c08927d7102c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=04281b0e&x-expires=1755979200&x-signature=ZLVt9VPjOChNYCR3ErpdNLxi6g8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,forever.amariee,"i was CRAVING an island drink in this winter seasonn . . 

Recipe in Bio ✨

#smoothies #ninjablender #smoothierecipes #healthy #fypシ #healthysmoothie ",409000,36800,3000000,648,89400,63,whatever she wants (instrumental),no/vox & karaokey,FALSE,2024-11-18T18:45:00.000Z,https://www.tiktok.com/@forever.amariee/video/7438692090990644510
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/91cb15fb73007f60bd218931cd643822~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=098a6786&x-expires=1755979200&x-signature=YePpc%2BGykMij30JMLE1sypnCPPo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,nicolinanatt,"makes me miss summer🥹 recipe below! 

pineapple whip protein smoothie🍍
-coconut water (start with w a little and add more as you go)
-a quarter frozen banana 
-1 cup frozen pineapple
-1 serving vanilla protein powder
-splash of maple syrup  

#dolewhip #pineapple #smoothietok #proteinshake #highproteinmeals #smoothie #smoothierecipe ",307600,15400,2200000,481,88400,46,original sound,ur mom <3,TRUE,2025-02-17T04:09:43.000Z,https://www.tiktok.com/@nicolinanatt/video/7472235286991260974
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7337738639226437675~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=b45dafdc&x-expires=1755979200&x-signature=HfXbey%2BdlqQlP0r1u4EfoQMq7P4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,samdoesherbest,"head to samdoesherbest.com for all 5 HEALTHY SMOOTHIE RECIPES! if I had to pick favorites though… this CHOCOLATE PEANUT BUTTER PROTEIN SMOOTHIE would def be it. it tastes JUST like a chocolate milkshake and takes just 3 minutes to throw together! it’s also high in protein (you can add even more protein if you’d like), totally dairy-free, and keeps me feeling full until lunch time. 🙌🏼 here’s what you’ll need to make it:

· 1 1/2 frozen bananas
· 1 scoop chocolate protein powder
· 1 tablespoon peanut butter
· 1 cup almond milk (or any milk)

#healthyrecipes #healthyliving #glutenfree #plantbased ",9042,846,347300,83,5969,19,Paper Planes,M.I.A.,FALSE,2025-01-02T00:25:18.000Z,https://www.tiktok.com/@samdoesherbest/video/7455107632567717163
